ref_piid,total_obligated,action_count,exact_distinct_ref_piid_all_years
SAQMMA17A0120,391366856.40,694,1430550
GS35F0340W,391351145.77,401,1430550
FA564120D0009,391178541.01,160,1430550
HHSN316201200051W,391154308.61,186,1430550
HTC71125DCC15,391146860.80,392,1430550
HC108422D0001,390825318.60,121,1430550
W58RGZ19D0110,390650870.22,152,1430550
F0960301D0209,390611682.21,676,1430550
N0002483C2033,390449000.00,315,1430550
N0001985C0066,390444000.00,51,1430550
N0001917D0096,390302730.74,118,1430550
F1162690D0009,390267000.00,894,1430550
SP060003D0492,389947257.00,1,1430550
N4425505D5103,389773090.06,2649,1430550
GS11B80671,389311014.62,114,1430550
GS35F080CA,389225045.17,365,1430550
SPE60224D0457,388788299.49,54,1430550
SPE2DX15D3301,388726413.84,49311,1430550
FA701420D0007,388341553.13,282,1430550
W15P7T13D0018,388288586.71,321,1430550
F0960403D0007,388248439.34,635,1430550
DCA20099D0050,387959011.59,3905,1430550
FA872621D0006,387772226.00,31,1430550
DJJ13C2442,387691182.83,1432,1430550
HSSS0112D0002,387556691.95,913,1430550
70RFP218DEC000018,387434208.80,210,1430550
SPE60222D0488,387192509.91,59,1430550
N0010408AZF43,387099192.17,303,1430550
DEEE0008027,387093436.91,90,1430550
SPM50002D0121,387037618.45,16994,1430550
GS00Q14OADS144,387021471.24,565,1430550
N0001917D0095,386939362.20,132,1430550
HSBP1016D00011,386827966.15,41,1430550
HQ072716D0002,386697238.96,272,1430550
GS11B00112,386541151.00,82,1430550
FA868222DB001,386487534.20,248,1430550
N0017804D4102,386483994.98,338,1430550
36C10X23D0001,386447030.56,30,1430550
FA854015D0001,386095253.67,222,1430550
FA873521D0001,385806422.45,173,1430550
SPE60017D0482,385489473.15,75,1430550
DCA20001D5004,385309766.06,466,1430550
W9128F20D0003,384986567.08,65,1430550
FA810405G0003,384642664.47,962,1430550
W52P1J18DA023,384557947.34,285,1430550
47QTCA24D0013,384510020.56,10,1430550
FA863017D5030,384068816.43,65,1430550
FA711511D9002,383529952.84,310,1430550
N6247820D4003,383523455.01,56,1430550
SPRRA225D0009,383499742.55,3,1430550
SP060001D0484,383365592.00,3,1430550
75A50120D00017,383311569.47,57,1430550
F1962882C0114,383069000.00,111,1430550
DJJ10C1978,382964599.90,232,1430550
N0024418D0003,382919610.19,6583,1430550
GS00P96BSD0022,382736791.57,1080,1430550
FA820219D0004,381900009.22,54,1430550
HSHQDC07D00025,381794813.62,2848,1430550
GS35F4366G,381734929.46,1331,1430550
TMK0203,381674412.78,135,1430550
W58RGZ12G0001,381478774.14,5162,1430550
GS07T00BGD0058,381445928.62,827,1430550
70RDAD21A00000010,381250324.00,235,1430550
HHSN316201500040W,381228438.47,2298,1430550
HT940214D0003,380677814.88,78,1430550
W912HN21D3000,380393861.26,94,1430550
F1962880C0002,380377000.00,27,1430550
GS35F5518H,380330297.14,1059,1430550
EDFSA12D0005,379958505.46,155,1430550
SPE60222D0455,379795324.60,37,1430550
F4260001D0020,379642012.74,2619,1430550
SPM30008D3197,379346466.00,8022,1430550
W56KGY22D0004,379050218.75,57,1430550
FA251704D0001,378859249.01,2540,1430550
DJB1PC016,378687205.22,69,1430550
DASG6084C0068,378471000.00,27,1430550
GS23F0265L,378460460.07,72,1430550
